ICIS_FACILITY_INTEREST_ID,NPDES_ID,FACILITY_UIN,FACILITY_TYPE_CODE,FACILITY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_ADDRESS_TEXT,CITY,COUNTY_CODE,STATE_CODE,ZIP,GEOCODE_LATITUDE,GEOCODE_LONGITUDE,IMPAIRED_WATERS
20011207,IN0057134,110003134590.0,POF,"PLASTIC PROCESSORS, INC.",129 RAILROAD STREET,,HUDSON,IN151,IN,46747,41.530556,-85.077778,
20011791,ING670034,110028102407.0,POF,MONTEZUMA LINE 400 CLASS UPGRD,PANHANDLE EASTERN PIPE LINE CO,"NW1/4, SEC20, T17N, R2E",MARION COUNTY,IN097,IN,00000,39.903417,-86.318306,303(D) Listed
20011262,ING670035,110028102416.0,POF,VIGO ENERGY FACILITY,SOUTHWEST OF LEWIS & WELK RDS,"S1/2,SE1/4,SE1/4,NE1/4,SEC16",WEST TERRE HAUTE,IN167,IN,00000,39.404611,-87.498417,303(D) Listed
20012034,ING080043,110028096183.0,POF,SPEEDWAY STATION #1311,2705 U.S. 231 SOUTH,"SW 1/4, SEC 32, T 23 N, R 4 W",LAFAYETTE,IN157,IN,00000,40.390278,-86.888889,
20013331,IN0049069,110028088272.0,MXO,"FOREST GLEN, INC.",P.O. BOX 40901,,INDIANAPOLIS,IN081,IN,46240,,,
20012686,IN0059005,110028091400.0,MXO,SOUTH MANOR TERRACE,NEW ALBANY ROAD,,SALEM,IN175,IN,47167,,,
20011638,ING040137,110028084579.0,POF,"AMAX COAL COMPANY, CHINOOK","R.R. #12, BOX 455",11498 BLOOMINGTON ROAD,BRAZIL,IN021,IN,47834,39.442778,-87.251667,
20012135,ING080062,110028089226.0,POF,LARRY'S MARATHON,605 EAST MAIN STREET,,DANVILLE,IN063,IN,46122,39.760303,-86.515133,
20010889,INP000141,110064242127.0,POF,"SINTER METALS, INC.",BECKS MILL ROAD,,SALEM,IN175,IN,47167,38.592833,-86.102611,
20012239,INP000183,110028105057.0,POF,MARBURGER PACKING INC.,STATE ROAD 19 SOUTH,,PERU,IN103,IN,469700387,40.77179,-86.05864,
7240643,AKU000181,110020126148.0,POF,FRED MEYER STORE #00224,930 OLD STEESE HIGHWAY,,FAIRBANKS,AK090,AK,99701,64.852524,-147.689433,
7240622,AKG571027,110020127370.0,MWD,TELLER SCHOOL WW TREATMENT FACILITY,100 AIRPORT AVENUE,,TELLER,AK180,AK,99778,65.264,-166.3669,
7335244,AKG571008,110069237463.0,MWD,NORTH SLOPE BOROUGH - WAINWRIGHT WWTF,109 SUMMER ROAD,PO BOX 122,WAINWRIGHT,AK185,AK,99782,70.6439,-160.0216,
7240613,AKG571012,110020126380.0,TRB,"INTERIOR, INDIAN AFFAIRS - ANNETTE BAY 1 WWTP","CAMP WY WUH, ON ANNETTE ISLAND RESERVE",ANNETTE BAY 1 WWTP,METLAKATLA,AK198,AK,99926,55.15122,-131.31147,
7335253,AKU000184,110020436143.0,POF,BROWN CONSTRUCTION COMPANY INC,MP 160 STERLING HIGHWAY,ANCHOR POINT MATERIAL SITE,ANCHOR POINT,AK122,AK,99556,59.4615,-151.4665,
7712090,AKG370670,110063914581.0,POF,MUDMINERS SULLIVAN CREEK MINE SITE,"TANANA A-2 QUAD, T3N, R16W, SECS 7 & 18",HOT SPRINGS MINING DISTRICT,MANLEY HOT SPRINGS,AK090,AK,99756,,,
7712091,AKG370671,110063914590.0,POF,DOUG BAKER / IDAHO GULCH,T3N R17W S24,HOT SPRINGS MINING DISTRICT,UNKNOWN,AK090,AK,00000,,,
20012256,IN0055042,110024423961.0,POF,PHILLIPS TECHNOLOGIES,813 SOUTH GRANDSTAFF DRIVE,,AUBURN,IN033,IN,46706,41.3625,-85.066667,
3385624,HIU000109,110013938748.0,,CITY & COUNTY OF HONOLULU,PAALAA KAI WWTP,650 S KING ST,HONOLULU,HI003,HI,96813,21.303585,-157.855003,
3385625,HIU000110,110013775450.0,,"WAIMANALO WWTP, HONO CITY & CO",WAIMANALO WWTP,650 S KING ST,WAIMANALO,HI003,HI,96795,21.343313,-157.707778,
20006990,HI0021705,110064610087.0,MWD,YACHT CLUB ST 8 &4  WTR MAINS,YACHT CLUB TMK 4-6-3 4-6-23,,KANEOHE,HI003,HI,96744,21.42436,-157.80045,
20006959,HI0021725,110064621146.0,POF,MOLOAA FARM,4-6151 KUHIO HWY,,KILAUEA,HI007,HI,96754,,,
7419390,HIF000823,110020739584.0,,CURB RAMPS AT VARIOUS LOCAT,2177 PUOWAINA DR,,HONOLULU,HI003,HI,00000,21.312093,-157.843083,
7419391,HIF000824,110020739593.0,,CURB RAMPS AT VARIOUS LOCAT,4391 NUHOU ST,,LIHUE,HI007,HI,00000,21.966709,-159.386324,
7419396,HIF000829,110020739628.0,,KUNIA DEVELOPMENT,KO'OLINA RESORT RAILWAY EASEMT,,HOAEAE,HI003,HI,96797,,,
7419397,HIF000830,110020739637.0,,BAYVIEW GOLF COURSE SUBDIV,UNKNOWN,,KANEOHE,HI003,HI,96744,21.405798,-157.790014,303(D) Listed
7419401,HIF000834,110020739414.0,,SHERATON KEAUHOU BAY RESORT,UNKNOWN,,KAILUA-KONA,HI001,HI,96740,,,
7419402,HIF000835,110020740402.0,,KUNIA ROAD IMPROVEMENTS,480 OLINDA RD,,KANEOHE,HI003,HI,00000,21.42528,-157.76161,
20007266,HI0021785,110064605324.0,MWD,HALEIWA WTR SYST IMPROVEMENTS,"HALEIWA RD TMK1,6-602,03,05",,HALEIWA,HI003,HI,96712,,,
3297483,HI0021786,110050297676.0,,"MARISCO, LTD.",91-607 MALAKOLE STREET,,KAPOLEI,HI003,HI,96707,21.327583,-158.111361,
20011009,IN0042811,110028088423.0,MWD,RENSSELAER WWTP,812 WALNUT ST,AVE.,RENSSELAER,IN073,IN,47978,40.933333,-87.15,303(D) Listed
20011325,IN0038075,110002073274.0,POF,RENSSELAER STONE,SR 114 & CR 150 W,"R.R. 4, STATE ROAD 114",RENSSELAER,IN073,IN,47978,40.992372,-87.043678,
20010641,IN0025852,110028074429.0,POF,AMAX COAL CO,20 NW FIRS STREET,,EVANSVILLE,IN173,IN,47708,38.083333,-87.3,
3385771,HI0000094,110000486395.0,POF,KAHULUI GENERATING STATION,200 HOBRON AVENUE,,KAHULUI,HI009,HI,96732,20.896806,-156.462889,303(D) Listed
3433304,IN0053112,110006764750.0,MXO,CRAWFORD COUNTY JR SR HIGH SCH,1130 S SR 66,(SLICK RUN TO BLUE RIVER),MARENGO,IN025,IN,471409739,38.319444,-86.348889,
20013253,IN0036781,110006765893.0,MXO,FAIRFIELD JR SR HS,67530 US 33,,GOSHEN,IN039,IN,46528,41.517,-85.768389,
20012707,IN0000647,110001234183.0,POF,FALSTAFF BREWING CORPORATION,1025 GRANT STREET,,FORT WAYNE,IN003,IN,46803,41.078907,-85.111901,
20013626,IN0003875,110028081796.0,MWD,FAYETTE TOWNSHIP PUBLIC WTR SU,400 POPLAR ST,,TERRE HAUTE,IN167,IN,47808,39.608333,-87.416667,
20012116,IN0045811,110012016335.0,POF,FIBRE FORM CORPORATION,700 S MAIN ST,700 SOUTH MAIN STREET,COLUMBIA CITY,IN183,IN,46725,41.146806,-85.488889,
20011592,IN0043672,110010306187.0,POF,"FIBREX, INC.",500 W 6TH ST,(TO PIPE CREEK),ALEXANDRIA,IN095,IN,46001,40.261111,-85.680556,
20010798,ING080093,110003107370.0,POF,MARATHON STATION #2152,3125 EAST THOMPSON ROAD,,INDIANAPOLIS,IN097,IN,00000,39.693833,-86.11175,
20013074,IN0030465,110028077006.0,STF,SALAMONIE RESERVOIR-LOST BRIDG,UNKNOWN,,HUNTINGTON,IN069,IN,46750,,,
20013437,IN0025330,110064642481.0,POF,MAPLE GROVE MINE,UNKNOWN,(RECEIVING STREAM),KINGMAN,IN045,IN,47952,,,
20010915,IN0039420,110064621155.0,POF,STOKELY-VAN CAMP INC,UNKNOWN,(RECEIVING STREAM),TIPTON,IN159,IN,46072,,,
3376688,ID0026441,110035853993.0,STF,SAWTOOTH FISH HATCHERY,5 M SOUTH OF STANELY,,STANLEY,ID037,ID,83278,44.153056,-114.881944,303(D) Listed
3376658,IDU000051,110009725636.0,POF,WOOD CREEK LIVESTOCK COMPANY,"CHATTIN FLAT, 5 MI NW OF GRANDVIEW ON SNAKE RIVER",WOOD CREEK FEEDLOT,GRANDVIEW,ID073,ID,83624,43.027035,-116.136603,303(D) Listed
3376888,ID0024350,110070164686.0,MWD,CITY OF SANDPOINT - SAND CREEK WTP,951 SCHWEITZER BASIN ROAD,SAND CREEK WATER TREATMENT PLANT (WTP),SANDPOINT,ID017,ID,83864,48.020278,-116.570556,
20008369,ID0024970,110028083348.0,POF,SPRING CREEK SPRINGS,ARK FISHERIES,NEAR GOODING,GOODING,ID047,ID,83330,42.781944,-114.861389,
20008398,ID0025003,110028083366.0,POF,LE MOYNE PONDS,"6 MILES S. OF HAGERMAN, HWY 30",,HAGERMAN,ID047,ID,83332,42.765556,-114.888056,
20012713,IN0025127,110028077998.0,POF,UNKNOWN,UNKNOWN,,UNKNOWN,IN033,IN,00000,41.433333,-84.866667,
20011456,IN0024228,110028076365.0,STF,IDNR,1170 W 5TH ST,UNKNOWN,PERU,IN103,IN,469701748,40.733333,-86.0,
20013132,IN0024236,110028076374.0,STF,IDNR,1124 N MEXICO RD,(RECEIVING STREAM),PERU,IN103,IN,469707522,40.733333,-86.0,
20012107,IN0042315,110012071792.0,STF,IDNR CLIFTY FALLS STATE PARK,1501 GREEN RD,,MADISON,IN077,IN,47250,38.761273,-85.42073,
20011506,IN0036455,110028095530.0,POF,INDIANA FEEDLOTS INC,UNKNOWN,,UNKNOWN,IN107,IN,00000,,,
3433852,IN0003611,110009975759.0,MWD,ELNORA WATER WORKS,318 EAST ST,(UNNAMED DITCH TO VETREES DTC,ELNORA,IN027,IN,47529,38.875389,-87.078583,
20012860,IN0042579,110028088334.0,MXO,ELPACO MANOR SUBDIVISION,SUBURBAN UTILITIES INC,205 WEST JEFFERSON BLVD,SOUTH BEND,IN039,IN,46601,41.7,-85.916667,
20012757,IN0052728,110028095665.0,POF,"ENERGY SUPPLY, INC",P.O. BOX 465,,DALE,IN147,IN,47523,38.166667,-86.988889,
20012086,IN0049298,110028091026.0,POF,ENERGY SUPPLY,AYER MINE,UNKNOWN,CHRISNEY,IN147,IN,47611,,,
20010963,IN0047546,110028092793.0,POF,"ENERGY SUPPLY, VENTURI PIT #20",UNKNOWN,,FULDA,IN147,IN,00000,,,
20013529,IN0037087,110028092310.0,POF,EPWORTH FOREST CONFERENCE CTR,8580 E WESLEY LN,(RECEIVING STREAM),NORTH WEBSTER,IN085,IN,465559654,41.316667,-85.7,
20012654,IN0056057,110028093499.0,POF,"RYDER TRUCKS, INC.",RYDER TRUCK RENTAL,701 GIVENS ROAD,MOUNT VERNON,IN129,IN,00000,37.94367,-87.911058,
20011108,IN0056952,110028098216.0,POF,CHECKER UNIT #6090,125 W. 8TH STREET,,MICHIGAN CITY,IN091,IN,00000,41.71382,-86.900525,
3433266,IN0056979,110063914439.0,POF,BUCKEYE PIPELINE COMPANY 3 COUNTIES,UNKNOWN,"HENDRICKS, HUNTINGTON, & LAKE COUNTIES",STATEWIDE,IN069,IN,00000,39.810806,-86.333806,
20013440,ING340008,110028101550.0,POF,INDIAN REFINING MT VERNON TERM,300 OLD HIGHWAY 69 SOUTH,"T7S, R13W","MT. VERNON,",IN129,IN,47620,37.923056,-87.912222,
20012525,IN0043133,110012049746.0,MWD,MILAN MUNICIPAL WATER WORKS,102 LAKESIDE DR,PO BOX 86,MILAN,IN137,IN,47031,39.116667,-85.133333,
20008294,ID0022951,110010027942.0,POF,CATFISH FARM,4679-D RIVER ROAD,,BUHL,ID083,ID,83316,42.6675,-114.818056,
20002868,AK0001023,110002043075.0,POF,S: PETERSBURG CANNERY,101 HARBOR WAY,BOX 429,PETERSBURG,AK280,AK,99833,56.813889,-132.961111,
6677526,AKG370632,110028071084.0,POF,EARTH MOVERS OF FAIRBANKS INC / FAIRBANKS CREEK,LIVENGOOD QUAD,FAIRBANKS MINING DISTRICT,FAIRBANKS,AK090,AK,99709,65.06419,-147.28774,
6160434,AKU000160,110015735766.0,POF,FIRE EAGLE TOWNHOMES,WEST SIDE OF OLD GLENN HWY,,EAGLE RIVER,AK020,AK,99567,61.343222,-149.560194,
6297616,AKU000166,110016683828.0,POF,CONSTRUCTION SITE,MOORE ROAD,,PALMER,AK170,AK,99645,61.586556,-149.13775,
6297608,AKR05A240,110064570806.0,POF,GRANITE POINT TANK FARM,UNKNOWN,,TYONEK,AK122,AK,00000,61.01901,-151.41905,
3424866,AKG375546,110012757490.0,POF,EDWARD MARCUS / LITTLE SUSITNA/FISHHOOK CREEK,UNKNOWN,WILLOW CREEK MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3281866,AKG375547,110012757506.0,POF,BERNARD MARESH JR / STEESE HIGHWAY LIST,UNKNOWN,FAIRBANKS/CIRCLE MINING DISTRICT,UNKNOWN,AK090,AK,00000,,,
3424867,AKG375548,110012757515.0,POF,BERNARD MARESH JR / DALTON HIGHWAY LIST,UNKNOWN,TOLOVANA/KOYUKUK MINING DISTRICT,UNKNOWN,AK090,AK,00000,,,
3424872,AKG375555,110012757560.0,POF,DOUGLAS MARKS / CROW CREEK,UNKNOWN,ANCHORAGE MINING DISTRICT,UNKNOWN,AK020,AK,00000,,,
3424873,AKG375556,110012757579.0,POF,DOUGLAS MARKS / CACHE CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK020,AK,00000,,,
3424343,AKG376181,110012812698.0,POF,DAVID E RANKIN / SLATE CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3424109,AKG376346,110012811573.0,POF,GREG L POURROY / EAGLE CREEK,UNKNOWN,KETCHIKAN MINING DISTRICT,UNKNOWN,,AK,00000,,,
3424340,AKG376178,110012812661.0,POF,DAVID E RANKIN / ROCKY CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3424346,AKG376184,110012812723.0,POF,DAVID E RANKIN / DRY CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3424347,AKG376185,110012812732.0,POF,DAVID E RANKIN / DIVIDE CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3424351,AKG376189,110012812778.0,POF,DAVID E RANKIN / DOLLAR CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3424352,AKG376190,110012812787.0,POF,DAVID E RANKIN / WINDY CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3424355,AKG376193,110012812812.0,POF,DAVID E RANKIN / LITTLE FALLS CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3424356,AKG376194,110012812821.0,POF,DAVID E RANKIN / THUNDER CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3424846,AKG375525,110013336265.0,POF,ROBERT LAMB / WILLOW CREEK,UNKNOWN,YENTNA MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
20006958,HI0020214,110028071896.0,MWD,UNKNOWN,UNKNOWN,,UNKNOWN,HI009,HI,00000,,,
20006885,HI0020371,110028071716.0,POF,UNKNOWN,UNKNOWN,,UNKNOWN,HI001,HI,00000,19.781667,-155.091389,303(D) Listed
20003093,AKG370030,110028064680.0,POF,JOHN H COLE / PORTAGE CREEK,T7N R15E S16,CIRCLE MINING DISTRICT,UNKNOWN,AK090,AK,00000,65.416667,-144.416667,
20005020,AKG370040,110028065279.0,POF,THURMAN OIL & MINING INC / EUREKA CREEK,"T4N R13W S8,9",HOT SPRINGS MINING DISTRICT,UNKNOWN,AK090,AK,00000,65.191667,-150.2,
20004740,AKG370045,110028065304.0,POF,RICHARD L. LAMPRIGHT / DIANE CREEK,T7N R10W S16,HOPE MINING DISTRICT,UNKNOWN,AK020,AK,00000,60.666667,-149.416667,
20002587,AKG370049,110028065322.0,POF,CARL RAY SMITH / BAILEY CREEK,"T27N R20E S31,32,6,7,18",EAGLE MINING DISTRICT,UNKNOWN,AK240,AK,00000,64.11,-141.56,
20003952,AKG370050,110028065331.0,POF,JON BRITTAN / FORTY MILE RIVER,T8S R30E S22,FORTYMILE MINING DISTRICT,UNKNOWN,,AK,00000,,,
20003187,AKG370066,110028065377.0,POF,ALLEN W ADAMS / COLORADO CREEK,"T6N R1W S3,5,6; T7N R2W S34,35,36",HOPE MINING DISTRICT,UNKNOWN,AK020,AK,00000,60.65,-149.5,
3425615,AKG370067,110009037096.0,POF,ANDREA STEVENS / MARVEL CREEK,"T9N R58W S8,5; T10N R58W S32,30",ANIAK MINING DISTRICT,UNKNOWN,,AK,00000,,,
20002648,AKG370071,110028065386.0,POF,ANCALAGON MINING / CANYON CREEK,T7N S16 R10W,HOPE MINING DISTRICT,UNKNOWN,AK020,AK,00000,60.666667,-149.416667,
20005111,AKG370328,110028064519.0,POF,STEVE GREENE / SOUTH FORK KOYUKUK RIVER,T25N R13W S6,KOYUKUK MINING DISTRICT,UNKNOWN,AK290,AK,00000,67.0,-150.5,
3425403,AKG370335,110008998317.0,POF,KEVIN BERGMAN / ESTER CREEK,"T1S R3W S11,12",FAIRBANKS MINING DISTRICT,UNKNOWN,AK090,AK,00000,64.85,-148.083333,
3425404,AKG370336,110008998326.0,POF,FRED G. CORNELIUS / FOX CREEK,T2N R1E S19-30,FAIRBANKS MINING DISTRICT,UNKNOWN,AK090,AK,00000,64.966667,-147.633333,
7419650,HIF001083,110020730440.0,,LALAMILO PHASE I,KINAU ST,"CITRON ST, ISENBERG ST",HONOLULU,HI003,HI,96813,21.30472,-157.84906,303(D) Listed
7419651,HIF001084,110028074866.0,,PEDESTRIAN ACCESSIBILITY RTE,MAKAKILO DR,,HONOKAA; HAWI,HI001,HI,00000,,,
7419659,HIF001092,110020729942.0,,ALII GARDENS MARKETPLACE,"ROUTE 56, KUHIO HWY MP 0.81",MP 2.52,KAILUA-KONA,HI001,HI,96740,19.728636,-155.054018,
20006970,HI0020783,110064642515.0,POF,UNKNOWN,UNKNOWN,,UNKNOWN,HI003,HI,00000,,,
20007069,HI0020290,110064638566.0,POF,UNKNOWN,UNKNOWN,,UNKNOWN,HI007,HI,00000,,,
20006874,HI0000213,110064642524.0,POF,UNKNOWN,UNKNOWN,,,HI001,HI,00000,,,
20007197,HI0021041,110064597440.0,POF,UNKNOWN,UNKNOWN,,UNKNOWN,HI003,HI,00000,21.365556,-157.741111,303(D) Listed
20007192,HI0000272,110064605351.0,POF,UNKNOWN,UNKNOWN,,UNKNOWN,HI003,HI,00000,,,
20006887,HI0020320,110028071681.0,POF,UNKNOWN,UNKNOWN,,UNKNOWN,HI003,HI,00000,21.378889,-157.912222,303(D) Listed
20007023,HI0020702,110064597459.0,POF,UNKNOWN,UNKNOWN,,UNKNOWN,HI003,HI,00000,,,
20006886,HIF001690,110024878177.0,,BEACH WALK WAIKIKI,UNKNOWN,,UNKNOWN,HI003,HI,00000,,,
20006917,HIF001691,110024879942.0,,"REHABILITATION OF STREETS,","AINAMAKUA DRIVE,MEHEULA PARKWA","MAKAIKAI STREET,UKUWAI ST",MILILANI,HI003,HI,96789,21.46531,-157.99431,303(D) Listed
20007045,HIF001693,110030898679.0,,KAMEHAMEHA HIGHWAY   8  WATER,KAMEHAMEHA HIGHWAY IN HALEIWA,BETWEEN THE VICINITY OF ALAMU,HALEIWA,HI003,HI,96712,21.59822,-158.103,
20007030,HIF001694,110024879960.0,,HONUA KAI - KAANAPALI LOT,APPROXIMATELY 3000 FT,EAST MAUKA OF HONOAPIILANI HI,KAANAPALI,HI009,HI,00000,,,
20010980,IN0000540,110003072013.0,POF,KITCHEN QUIP INC,405 E MARION ST,,WATERLOO,IN033,IN,46793,41.4375,-85.019444,
20007269,HI0000591,110064649849.0,POF,UNKNOWN,UNKNOWN,,UNKNOWN,HI003,HI,00000,,,
20007299,HI0020338,110064638575.0,POF,UNKNOWN,UNKNOWN,,UNKNOWN,HI003,HI,00000,,,
20006977,HI0020605,110064600971.0,CTG,UNKNOWN,UNKNOWN,,UNKNOWN,HI003,HI,00000,,,
20007039,HI0020028,110028071681.0,MWD,UNKNOWN,UNKNOWN,,UNKNOWN,HI003,HI,00000,21.381111,-157.763889,303(D) Listed
20007117,HI0020036,110028071681.0,MWD,UNKNOWN,UNKNOWN,,,HI003,HI,00000,21.363889,-157.768333,
20006975,HIF001635,110024877105.0,,OCEAN VIEW MARKET PROJECT,92-8701 MAMALAHOA HIGHWAY,,OCEAN VIEW,HI001,HI,96737,19.084765,-155.775735,
20006909,HIF001636,110024877123.0,POF,WARD VILLAGE SHOPS,1120 AUAHI STREET,,HONOLULU,HI003,HI,96814,21.29428,-157.85422,303(D) Listed
20006876,HIF001637,110024878738.0,,"HIR10C366 - JKO, INC. DBA KODAMA KOI FARM (FORMERLY JAPAN KOI ONLINE UNDER FILE",MILILANI AGRICULTRURAL PARK,94-840 LANI KUHANA AVENUE,MILILANI,HI003,HI,96789,,,
20007243,HIF001638,110024874215.0,,MAUI OCEAN CLUB,100 NOHEA KAI DRIVE,,"LAHAINA, MAUI",HI009,HI,96761,20.917696,-156.694778,303(D) Listed
20007059,HIF001639,110024877169.0,FDF,"U.S. AIR FORCE, 15 CES/CC",75 H STREET,,HICKAM AIR FORCE BASE,HI003,HI,968535233,21.341302,-157.952178,
20006931,HIF001640,110024878756.0,,KO OLINA BEACH VILLAS,SOUTWEST CORNER LOT,WAIALII PLACE AND ALINUI DRIV,EWA,HI003,HI,00000,,,
3424284,AKG376275,110012755777.0,POF,JEFF MORAN / LITTLE SUSITNA/FISHHOOK CREEK,UNKNOWN,WILLOW CREEK MINING DISTRICT,UNKNOWN,AK170,AK,00000,,,
3433354,IN0046094,110012317590.0,MXO,HORSESHOE LAKES CAMPGROUND,12962 S 225 W,UNNMD TRIB TO BROULLETTS CRK,CLINTON,IN165,IN,478427861,39.648889,-87.398111,
20010677,IN0044504,110012047515.0,MXO,PLYMOUTH WEST ELEMENTARY SCHOO,9571 SR 17,9971 STATE ROAD 17,PLYMOUTH,IN099,IN,46563,41.3318,-86.397591,
20013214,IN0055557,110028088067.0,MXO,WEST ELEMENTARY SCHOOL,MILL CREEK SCHOOL CORPORATION,,AMO,IN063,IN,46103,39.691806,-86.601306,
20011634,IN0046876,110009977597.0,MWD,WEST LEBANON PUBLIC WATER WORK,201 HIGH ST,,WEST LEBANON,IN171,IN,47991,40.269167,-87.386667,
3433565,IN0031801,110006766080.0,MXO,WESTERN ELEMENTARY AND HIGH SCHOOL,2600 S 600 W,(WILLIAM VOGUS DITCH),RUSSIAVILLE,IN067,IN,46979,40.435111,-86.243694,
3278917,IN0041726,110006765410.0,MXO,WESTHAVEN ESTATES MHP,3762 W OLD US 30,(TIPPECANOE RIVER),WARSAW,IN085,IN,46580,41.248278,-85.915639,
20003230,AKG371215,110028066429.0,POF,ANDREW W MISCOVICH / SLATE CREEK,T28N R12W S15,KOYUKUK MINING DISTRICT,UNKNOWN,AK290,AK,00000,,,
20003004,AKG371216,110028067213.0,POF,ANDREW W MISCOVICH / PORCUPINE CREEK,T28N R13W S24; T28N R12W S19,KOYUKUK MINING DISTRICT,UNKNOWN,AK290,AK,00000,,,
3282014,AKG375997,110012814320.0,POF,DENNIS POWELL / PETERSON CREEK,UNKNOWN,ANCHORAGE MINING DISTRICT,UNKNOWN,AK020,AK,00000,,,
20002554,AKG370082,110028065457.0,POF,ALLEN W. ADAMS / CANYON CREEK,"T7N R10W S16,21",SEWARD MINING DISTRICT,UNKNOWN,AK020,AK,00000,60.666667,-149.416667,
3385784,HI0020770,110013772239.0,CNG,KULAIMANO WASTEWATER TREATMENT PLANT,28-0214 WAIMAAUA ROAD,,PEPEEKEO,HI001,HI,96783,19.832278,-155.094167,
20007038,HIF001696,110024878202.0,,SPECIAL PROJECT R34-03 REPAIRS,"FORD ISLAND,WHARF F12-F13",,PEARL HARBOR,HI003,HI,96800,21.34829,-157.9642,303(D) Listed
20006832,HIF001697,110024879988.0,POF,MAKAHA OCEANVIEW ESTATES,84-621 ALA MAHIKU STREET,,WAIANAE,HI003,HI,96792,21.48054,-158.20647,
20013459,IN0043702,110028094309.0,CTG,UNKNOWN,UNKNOWN,,CYNTHIANA,IN129,IN,00000,38.2,-87.716667,
20007182,HIF001643,110028078283.0,,RANCH AT PUAKEA,HWY STA. 149+21 MAHUKONA-HAWI,,"KUKUIPAHU, NORTH KOHALA",HI001,HI,00000,,,
20007251,HIF001644,110028078292.0,,GRADING FOR OUTDOOR HORSE,47-924 KAMAKOI ROAD,,KONA,HI001,HI,96740,19.71808,-155.9772,303(D) Listed
20007078,HIF001645,110024877276.0,,INSTALL SECURITY FENCING,HILO INTERNATIONAL AIRPORT,,HILO,HI001,HI,96720,,,
20007200,HIF001646,110024877294.0,MWD,"REHABILITATION OF STREETS-UNIT 42, KAINEHE STREET AND HAMAKUA DRIVE",UNKNOWN,,UNKNOWN,HI003,HI,00000,21.39393,-157.7455,
20007044,HIF001647,110024878783.0,,EAST HAWAII REGIONAL SORT,LEILANI STREET EXTENSION,A.K.A. SOUTH HILO LANDFILL RO,HILO,HI001,HI,96720,19.70946,-155.06568,303(D) Listed
20008372,ID0024406,110008987935.0,POF,HIDDEN SPRINGS FARM POND,P.O. BOX 352,,HAGERMAN,ID047,ID,83332,42.819444,-114.868056,
20008433,ID0024911,110018857897.0,POF,HAGERMAN FARM POND,4 1/2 MILES NORTH OF HAGERMAN,(GOODING COUNTY),HAGERMAN,ID047,ID,83332,42.880278,-114.908611,
20015909,MA0030660,110003432759.0,POF,"MURPHY'S AUTOMOTIVE, INC.",846 CONCORD STREET,,FRAMINGHAM,MA017,MA,01701,42.3,-71.4125,
20012305,INP000051,110028105306.0,POF,CBS CORPORATION,WESTINGHOUSE DRIVE,,UNION CITY,IN135,IN,47390,40.196028,-84.832,
20013220,IN0037443,110028092506.0,CTG,L & M SCHOOL,UNKNOWN,UNKNOWN,LYONS,IN055,IN,00000,38.988962,-87.083075,
20013405,IN0055689,110000792786.0,POF,GENERAL MOTORS TRUCK & BUS GRO,12200 LAFAYETTE CENTER RD,,ROANOKE,IN069,IN,46783,40.963889,-85.314444,
20013239,INP000083,110000396303.0,POF,PARKER HANNIFIN CORPORTAION,PROCESS FILTRATION DIV. PLT.1,,LEBANON,IN011,IN,46052,40.044714,-86.460224,
20012599,IN0056898,110028098163.0,POF,"WARRICK MINERALS, ELBERFELD MN",C.R. 750 NORTH,,ELBERFELD,IN173,IN,00000,38.143305,-87.413868,
20012250,ING080159,110028104593.0,POF,WOLVERINE PIPE LINE COMPANY,I-80/94 AND BROADWAY AVENUE,,GARY,IN089,IN,46402,41.569167,-87.3375,303(D) Listed
20010540,IN0060984,110028092980.0,MWD,LEWISVILLE WATER TREAT PLANT,208 NORTH MARKET,,LEWISVILLE,IN065,IN,47352,39.809056,-85.357889,
20011021,ING080160,110064260623.0,POF,SPEEDWAY #7288,1600 US 52 WEST,,WEST LAFAYETTE,IN157,IN,00000,40.464583,-86.93575,
20012709,ING080161,110012319133.0,POF,FRMR LEONARD'S SERVICE STATION,9200 SOUTH OLD STATE ROAD 37,"NE1/4, SEC29, T7N, R1W",HARRODSBURG,IN105,IN,47434,39.013972,-86.541111,
20013056,ING080162,110028104619.0,POF,VILLAGE PANTRY #456,913 EAST SECOND STREET,"SE 1/4, SEC 6, T19N, R7W",VEEDERSBURG,IN045,IN,47987,40.113333,-87.249417,303(D) Listed
